County Name,Unemployment Rate,Median Household Income,Pop. Below Poverty Line,Ratio of Income 80th vs 20th Percentile:,Banking Institutions Per 10000 Pop.,Household Spending <30% of income on housing,High-Speed Internet,Preschool Enrollment,On-time HS Graduation,Associate Degree or Higher,Violent Crime per 100000 Pop.,Youth Not In School Or Working,Primary Care Providers Per 100000 Pop.,Grocery Stores and Supermarkets per 10000 Pop.
"Sonoma, California",4.2,59301,11.9,4.5,3.7,53.8,5,52,85,41.1,366.3,12.2,252.9,2.9
"Stanislaus, California",9.8,46142,20.3,4.7,2.4,53.4,4,38.6,82,23.6,515.4,20,168.2,2.8
"Sutter, California",11.5,47182,16.7,4.6,2.9,58.2,4,41.9,88,29,356.2,19,191,2.5
"Tehama, California",7.7,39241,19.7,4.2,2.5,60.7,3,48.4,86,21,558.2,23.1,84,1.7
"Trinity, California",2.2,34529,19.2,4.7,12.9,80.2,4,None,None,26.1,20.6,None,64.7,6.5
"Tulare, California",11.5,39975,26.2,4.7,2,56,3,41.6,84,21.1,452.7,20.1,106,2.7
"Tuolumne, California",7,45327,14.5,4.4,4.5,56.4,4,53.2,90,28.4,199,19.5,207.7,2.6
"Ventura, California",5.1,71645,11.1,4.4,3.1,54.2,5,51.7,87,39.8,205,11.4,220.3,2.2
"Yolo, California",6.1,52339,19.1,5.4,2.5,54.9,4,59.5,89,45.2,269.2,8,356.2,2.1
"Yuba, California",9.2,42028,21.6,4.1,1.4,54.2,4,40.5,81,23.8,401.1,21.3,65.4,1.9
"Adams, Colorado",4.8,52669,14.2,3.8,2.2,61.1,4,38.5,66,29.1,415.7,16.8,251.8,1.3
"Alamosa, Colorado",2.8,32311,26.5,5.8,6.5,83.7,3,None,78,20.5,100.7,None,52.1,3.9
"Arapahoe, Colorado",4.2,56769,12.1,4.4,3.9,62.3,5,48.8,73,47.2,322.7,13.4,285.5,1.5
"Archuleta, Colorado",4.5,45801,9.7,4.1,5.5,70.4,4,None,70,39,273.8,None,68.6,2.7
"Baca, Colorado",6.2,36344,15.2,4.7,0,73,3,None,None,24,273.7,None,0,9.6
"Bent, Colorado",4.9,34950,19.1,4.7,5.2,69.3,2,56.4,None,16.3,162.2,39.3,0,3.5
"Boulder, Colorado",3.5,63607,14.2,5.2,4.3,62.6,5,62.2,87,63.9,192.8,5.3,358.6,1.8
"Broomfield, Colorado",3.8,73006,7.1,4,4.6,70.4,5,71.9,None,55.7,61.4,9.2,189,1.2
"Chaffee, Colorado",4.1,43528,8,3.7,6.5,66.6,4,80.3,85,40.7,75.8,21,190.9,3.8
"Cheyenne, Colorado",3.4,48336,None,3.5,5.3,86.2,4,79.6,None,34,35.7,None,52.7,10.5
"Clear Creek, Colorado",4,62955,10.2,4.4,4.4,71.8,5,95.7,93,46.3,319.1,None,11,1.1
"Conejos, Colorado",6.6,32316,19.4,5.1,3.6,67.6,3,40.9,92,24.3,35.7,17.8,72.7,3.6
"Costilla, Colorado",2.8,27280,22.2,5,7.5,74.2,4,None,None,24,177.1,None,37.4,5
"Crowley, Colorado",5.5,29463,29.1,4.4,3.8,71.1,3,73.5,None,18.6,102.5,37.5,37.5,1.9
"Custer, Colorado",4.4,None,None,4.5,6.3,75.4,2,None,None,27,19.3,None,62.6,3.1
"Delta, Colorado",6.6,39385,15.5,4.8,5.3,67.6,4,43.1,84,26.4,153.5,22.9,135.2,2
"Denver, Colorado",4.2,47093,19.1,5.4,3.9,60.9,4,51.6,54,48.1,598.2,13.1,572,1.8
"Dolores, Colorado",4.1,35334,None,4.8,4.6,72.5,4,None,92,38.5,66.1,None,92.8,3.5
"Douglas, Colorado",3.5,95089,3.9,3.3,3.6,70.6,5,65.1,87,63.8,114.3,8.4,197.8,0.8
"Eagle, Colorado",3.6,69691,10.9,3.8,6.7,56.9,5,49.1,75,53.9,143.8,11,278.4,3.6
"Elbert, Colorado",3.7,76863,6.5,3.3,2.1,62.1,4,49.1,87,39.6,48.1,None,4.2,0.4
"El Paso, Colorado",5.2,53469,12.4,4.3,3,64,5,42.2,81,46.1,412.7,13.6,190.9,0.9
"Fremont, Colorado",7.2,37387,17.6,4.2,4.1,66.2,4,50.1,72,22.8,230.2,32.2,68.9,1.3
"Garfield, Colorado",4.6,53373,11.9,3.7,6.7,54.1,4,36,75,34,146.6,None,190.9,1.8
"Gilpin, Colorado",7,59797,None,None,10.8,56.9,2,None,78,23.5,582.3,None,0,5.4
"Grand, Colorado",3.8,60526,11.1,3.2,7.7,65.4,5,42.7,80,44.5,257.1,None,83.8,4.2
"Gunnison, Colorado",3.7,48983,17.7,4.2,5.8,57.6,5,77.6,88,59.9,251.4,None,129,3.9
"Hinsdale, Colorado",6.2,53040,None,3.9,7.3,79,4,None,None,30.9,150.8,None,72.7,5.4
"Huerfano, Colorado",6.1,31167,20.6,4.4,1.9,72.5,2,None,73,16.5,283.4,None,56.6,1.9
"Jackson, Colorado",3.7,40815,None,None,5.3,79.8,4,None,None,29.3,165.5,None,53.2,5.3
"Jefferson, Colorado",4,64569,8.6,4.1,3.5,67.1,5,58.7,81,49.1,227.8,10.3,222.1,1.1
"Kiowa, Colorado",6.1,38201,None,4.7,5.2,66.2,5,None,58,19.2,848.4,None,51.6,5.2
"Kit Carson, Colorado",11.6,41331,13.8,4.3,4.4,75.4,3,None,None,19.7,328.9,None,87.7,2.2
"Lake, Colorado",4,41755,None,4,13.1,81.7,5,None,None,27,127.6,None,0,8.7
"La Plata, Colorado",4,54363,11.4,4.1,3.9,63.9,4,52.1,78,49.1,None,10.1,376.9,2.4
"Larimer, Colorado",3.7,54874,14.1,4.6,4.1,62.9,5,51.4,83,52.6,222.7,7.7,235.1,1.1
"Las Animas, Colorado",6.1,39556,17.8,5.1,2.8,64.8,3,45.6,75,28.3,136.6,16.7,96.9,2.8
"Lincoln, Colorado",6.2,39228,13.7,5.2,4,79.4,3,None,73,23.1,365.4,None,69.8,3
"Logan, Colorado",5.3,37829,17.6,4.4,2.8,69.7,3,None,93,13.4,476.1,28.7,44.5,2.8
"Mesa, Colorado",6,46305,14.7,4.4,3.5,63.3,4,46.9,74,34.4,297.5,14.6,262,1.5
"Mineral, Colorado",7.1,44070,None,4.6,13.8,69,5,None,None,44.6,None,None,138.3,13.8
"Moffat, Colorado",5.4,49824,11.5,4.5,5.3,68.2,4,46.9,83,24.4,161.6,None,53.4,1.5
"Montezuma, Colorado",6.5,40424,19.3,4.5,4.3,66.7,3,44.3,60,35,238,25.2,155.8,2.3
"Montrose, Colorado",5.9,42792,16,4.2,4.7,63.8,3,54.8,78,31.5,165.8,17.6,196.3,2.2
"Morgan, Colorado",4.2,40973,13.3,3.8,5.3,69.7,3,45.9,71,23.3,93.3,15.2,84.5,2.1
"Otero, Colorado",6.8,31682,25.2,4.6,6.5,66,3,51.1,83,26.4,269.2,17.2,102.3,1.6
"Ouray, Colorado",2,60467,None,3.4,21,83,4,None,None,28.8,None,None,0,5.3
"Park, Colorado",3.4,57630,9.1,4,5.4,70.9,4,None,82,36.6,158.1,None,204.1,4.3
"Phillips, Colorado",10,40258,19.9,4.3,6.3,75.2,5,None,None,37.9,41.3,None,21,8.4
"Pitkin, Colorado",6.3,68089,10.1,4.3,8.3,83.8,4,None,None,32.3,55.2,None,0,0
"Prowers, Colorado",6,32190,23.3,5.6,12,65.2,3,None,78,15.2,255.6,None,102.9,1.7
"Pueblo, Colorado",6.4,39103,19.1,4.7,3.8,63.1,4,39.9,70,32.3,530.3,16.2,218.2,1.2
"Rio Blanco, Colorado",6.9,56280,None,3.7,8,62.6,5,None,83,54,299.4,None,420.1,4.9
"Rio Grande, Colorado",6.8,36498,19.2,4.1,11.7,57.2,5,None,None,57.9,102.5,None,181.9,7.8
"Routt, Colorado",4,58034,9.1,3.9,6,60.3,5,55.4,88,55.6,207.9,None,332.5,3.8
"Saguache, Colorado",6.9,32386,24.7,4.3,4.3,80.2,2,None,87,12.1,737.6,None,0,2.6
"San Juan, Colorado",11.3,37050,None,None,0,77.4,4,None,93,24.1,46.7,None,68.5,0
"San Miguel, Colorado",10.8,59524,10.6,3.8,3.4,82.4,3,None,93,16.6,412.7,None,34,3.4
"Sedgwick, Colorado",5.6,37647,18.9,4.8,2.6,64,2,None,98,16.3,510.7,None,64.1,3.8
"Summit, Colorado",5.1,59621,13.7,3.4,4,74.6,3,None,89,15.5,224.3,None,33.3,1.3
"Teller, Colorado",5.6,55262,7,3.9,4.5,77.2,2,None,96,19,None,None,45,4.5
"Washington, Colorado",2.9,41823,13.1,4.2,12.6,77.7,3,57.5,None,29,199.3,None,0,2.1
"Weld, Colorado",4.3,53521,14.7,4.4,3.3,64.6,4,41.8,81,34.7,289.8,13.8,113.5,1.1
"Yuma, Colorado",2.9,41472,8.2,3.8,9.8,75.3,3,60.8,None,26.5,62.3,None,108.2,4.9
"Fairfield, Connecticut",5.4,77017,9.1,5.8,5.6,55.8,5,68.3,88,50.7,292.4,10.1,376.8,2.3
"Hartford, Connecticut",6.1,60809,11.6,5,4.7,61.9,4,64,80,42.5,323.2,12.1,419.2,2.6
"Litchfield, Connecticut",5.2,66773,6.4,4.1,5.1,61.6,5,64.5,90,42.1,111.3,11,181.1,2.3
"Middlesex, Connecticut",4.8,72067,6.4,4.3,4.6,63.8,5,65.6,94,47.4,119.3,8.4,259.4,2.5
"New Haven, Connecticut",6.3,58028,12.4,5.2,3.8,55.8,4,57.3,81,40,406,12.3,548.9,2.5
"New London, Connecticut",6.3,62322,8.7,4.2,4.4,63,4,62.6,86,39.4,384.8,11.4,212.1,1.6
"Tolland, Connecticut",4.9,75375,6.5,3.8,3,67.9,5,77.1,90,47.4,None,6.4,123.3,1.2
"Windham, Connecticut",6.3,55536,11.4,4.5,4.1,62,4,48.6,84,30.2,None,8.9,116.5,1.7
"Kent, Delaware",5,51620,12.9,4.1,3.2,64.2,4,40,77,29.8,573.7,12.8,169.8,1.6
"New Castle, Delaware",4.3,60407,10.7,4.5,6,65.7,5,56.4,80,40.6,615.8,12.9,303.5,1.9
"Sussex, Delaware",4.8,49337,13.4,4.1,4.8,65.6,5,37.1,82,29.9,489.6,18.5,138.1,2.7
"Alachua, Florida",6.7,39452,24.9,6.3,3.7,57.8,5,58.4,70,51.1,625.6,7.5,879.6,1.5
"Baker, Florida",4.9,46085,17.3,4.2,5.5,68.1,4,None,83,41.5,226.1,34,332.8,3.3
"Bay, Florida",5.1,44424,14.7,4.1,4.8,62.7,5,40,74,31.4,517.6,15.8,200,1.5
"Bradford, Florida",5.2,37683,18.2,4.5,1.5,68.8,3,74.3,64,16.9,398.4,37.5,63.2,1.5
"Brevard, Florida",4.8,44965,13.5,4.4,3.2,62.9,4,48.8,85,37.1,572.6,14.4,216.2,1.7
"Broward, Florida",5.7,47971,14.3,4.8,3.4,49.9,5,59.3,76,39,485,13.8,241.4,2.1
"Calhoun, Florida",4.9,30682,23.5,4.1,4.5,75.2,2,None,78,17.3,71.6,39,11.2,2.2
"Charlotte, Florida",6,41538,12.6,3.9,4.1,62.5,5,39.4,79,30.1,242.6,18.5,189.2,1.4
"Citrus, Florida",5.7,36598,16.8,4.1,3.7,69.1,4,49.3,78,24.8,325.8,21.8,148.1,1.3
"Clay, Florida",7.2,55675,9.8,3.8,2.2,68.2,4,50.7,74,34.5,412.4,15.4,148.6,1.2
"Collier, Florida",4.8,52269,14.1,4.4,5.1,58.9,5,42.4,78,39.1,293.7,15,239.9,2
"Columbia, Florida",4.6,35634,19.8,4.3,3.3,67.6,3,46.2,65,22.4,614,33.1,119.9,1.2
"DeSoto, Florida",1.9,32725,29.6,3.8,12.6,80.1,3,None,None,27.7,116.6,32.8,50.3,7.5
"Dixie, Florida",3.2,31806,17.4,3.8,13.6,83.4,3,None,None,35.8,121.2,39.1,90.9,4.5
"Duval, Florida",6.1,45230,16.9,4.6,4.4,58.8,4,49.3,68,35.7,645.6,17.1,348.5,1.9
"Escambia, Florida",5.5,41107,18.1,4.5,3.9,62.4,4,51.6,62,35.1,772.5,14.5,252.4,1.6
"Flagler, Florida",5.3,44210,16.6,4,2.8,60.4,4,46.8,75,31.9,273.5,19.2,111.1,1.6
"Franklin, Florida",4.4,35875,20.6,5.9,22.8,83.3,4,None,None,26.9,None,None,0,9.8
"Gadsden, Florida",4.6,33116,26.5,5.5,1.7,66,3,57.2,61,21.5,688.9,35.5,45.5,2.4
"Gilchrist, Florida",5.5,35948,24.1,5.4,4.5,76,3,None,93,19.4,304.6,47,55.7,1.1
"Glades, Florida",8.8,32474,24.5,3.9,3.7,60.4,2,None,94,29.2,214,None,37.2,8.2
"Gulf, Florida",6.8,37866,16.4,4.5,4.8,87.5,3,None,None,31.4,450.3,30.7,0,4.8
"Hamilton, Florida",5.6,35302,23.6,4.8,1.7,70.4,2,None,None,11.5,138.3,57.2,119,0
"Hardee, Florida",3.9,34749,29.6,4.5,10.6,75.9,5,None,90,37.6,57.6,20.8,118,1.8
"Hendry, Florida",4.5,33158,26.7,4.7,12.7,77.3,3,None,20,24.4,207.6,22.8,127.4,4.2
"Hernando, Florida",7.1,38399,15.4,3.9,2.6,64.1,4,46.8,74,24.6,329.4,20.3,128.6,1.3
"Highlands, Florida",6.6,33284,20.1,3.9,3.6,68.7,4,45.6,62,22.6,287.3,27.1,169.5,1.4
"Hillsborough, Florida",6.7,46422,16.8,4.8,3.9,58,5,49.1,73,38.4,394.3,14.6,325.7,2.4
"Holmes, Florida",3.2,33238,23.8,4.8,7.6,80.2,3,None,93,27.5,None,31,9.5,1.9
"Indian River, Florida",6.2,41907,15.1,4.7,4.2,61.3,4,55.8,81,35.3,319.1,21.5,236.6,2.2
"Jackson, Florida",6.2,34453,19.9,4.8,4.7,67.2,3,38.1,69,21.7,462.9,26.7,75.5,1.8
"Jefferson, Florida",5.9,41343,17.2,5,13.9,80.4,4,None,None,19.6,None,30.4,0,6.9
"Lafayette, Florida",4.1,37180,20.2,4.9,6.8,74.2,3,None,91,30,374.6,43.4,67.8,2.8
"Lake, Florida",4.9,42153,13.8,4,3.8,63.4,4,44.7,78,28.8,362.8,17.2,181.1,1.5
"Lee, Florida",5.2,44403,15.4,4.3,3.9,59.6,5,43.7,72,32.6,359.2,16.2,178.9,1.8
"Leon, Florida",4.8,43401,23.2,6,4.3,56.8,4,58.5,73,52.9,717.2,6.6,259.8,1.6
"Levy, Florida",4.6,32150,23.7,4.4,3.5,68.8,3,55.6,72,18.4,356.5,18.9,40.3,2.5
"Liberty, Florida",2.6,37142,24.1,6.1,10.2,77.8,3,None,None,26.8,59.2,None,20.5,6.1
"Madison, Florida",4.1,31668,22.5,4.3,8.2,78.8,4,None,None,25,26.9,27.3,82,8.2
"Manatee, Florida",6.2,44812,15.1,4.5,4.3,60.2,5,40.4,76,35.1,629.3,17.1,183.1,1.7
"Marion, Florida",4.7,36928,18.1,4.1,2.9,63.5,4,46.6,75,26.2,505.7,20.2,162.7,1.7
"Martin, Florida",6.2,46656,13,4.8,4.8,61.1,4,50.6,85,39.1,263.4,14.7,227.8,2.1
"Miami-Dade, Florida",5,40342,19.9,5.5,3.2,45.5,4,56,76,34.8,708.8,16.8,322.8,2.6
"Monroe, Florida",6.3,50176,13.5,4.5,7.1,48.4,5,50.1,69,36.9,488.6,12,202.5,3.1
"Nassau, Florida",3.6,51775,12.6,4.1,4.1,65.8,4,38.2,89,30.5,205.1,16.4,99.2,1.3
"Okaloosa, Florida",4.8,51184,13.4,4.1,5.2,64,5,53.3,83,37.8,426.3,12.2,212,1.3
"Okeechobee, Florida",4.5,32358,26.9,4.8,6.5,73.3,3,None,83,33.6,96.9,25.6,65.1,2.8
"Orange, Florida",5.6,44536,17,4.5,3.6,52.1,4,49,74,40.1,729.7,12.1,279.6,2
"Osceola, Florida",4.7,41082,17.9,3.8,2.3,48.9,5,43.8,78,27.3,568.8,17.4,107.2,1.9
"Palm Beach, Florida",5.5,49076,14.5,4.9,4.1,54.6,4,53.7,77,40.6,502.9,14.4,271.8,2.1
"Pasco, Florida",4.7,41079,13.9,4.3,2.9,63.4,4,42.6,77,30,325.4,19.7,130.8,1.7
"Pinellas, Florida",5.6,42621,14.1,4.5,4.5,58.4,5,46.5,72,36.8,604.6,15.4,265.2,2.5
"Polk, Florida",4.8,40354,18.2,4.1,2.8,64.1,4,42.3,68,26.4,389,19.6,134.3,1.5
"Putnam, Florida",5.7,30417,26.4,4.9,2.5,63.7,3,32.4,59,17.6,820.3,30.3,85.5,1.8
"St. Johns, Florida",7.2,60724,9.6,4.7,3.7,61.9,5,68.7,85,50,308.3,10.5,298.3,1.5
"St. Lucie, Florida",3.7,40635,18.4,4.3,2.8,55.5,4,48.3,71,28.7,400.7,18.7,108.6,1.5
"Santa Rosa, Florida",6,54010,12.3,3.8,2.9,65.9,4,49,77,37.3,158.3,16.3,190.3,0.8
"Sarasota, Florida",4.4,45913,12.2,4.4,4.9,60.7,5,55.8,78,39.1,360.5,15.6,285.7,2.5
"Seminole, Florida",5,54452,11.3,4.1,4.2,59.2,5,60,80,44.7,354.7,10.9,186.4,1.6
"Sumter, Florida",8.4,45390,12,3.8,7.9,70.5,3,None,90,23.1,121.5,29.7,15.9,6.3
"Suwannee, Florida",5.5,33413,23.6,4.4,3.3,64.5,3,None,63,22.7,None,29.1,11.1,1.1
"Taylor, Florida",5.3,34029,16.7,4.3,1.7,72.8,3,72.7,63,17.7,689.6,34,56.8,1.3
"Union, Florida",4.7,39930,19.6,3.8,4.5,69,3,None,89,19.9,306.1,35.2,79.9,2.4
"Volusia, Florida",5.1,39740,16.8,4.4,3.7,59.6,4,39.2,67,30.4,494.4,16.7,188.5,1.5
"Wakulla, Florida",5.5,49319,14.4,4,2.3,67,4,57.8,70,25.1,288.1,22.5,45.1,1
"Walton, Florida",4.4,40847,17.9,4.5,5.9,61.3,5,58.6,75,31.2,385.3,18.3,126.3,1.7
"Washington, Florida",6.9,36037,20.1,4.6,2.2,84.1,4,None,90,18.2,632.2,23.5,67.1,2.2
"Appling, Georgia",6.9,34432,22.9,5.1,8,67.3,3,None,90,15.1,263.9,29.5,71.5,2.7
"Atkinson, Georgia",7.4,28126,32.2,5.7,4.8,68.9,2,54.8,78,12.5,424.3,None,0,3.6
"Bacon, Georgia",6.3,31597,19,6.5,3.2,65,3,None,None,29,241.5,None,96.4,8
"Baker, Georgia",5.3,25602,31.8,6.5,1.7,69,3,None,78,19.9,419.4,None,44.6,1.7
"Baldwin, Georgia",3.8,30655,30,6.4,2.2,79.9,3,None,None,15.1,200.4,17.7,56.1,2.2
"Banks, Georgia",7.2,38508,16.7,4.4,3.3,64.9,3,44.4,83,18.4,230.7,None,27.3,0
"Barrow, Georgia",5.3,49865,13.7,3.5,2.7,65.7,4,40.5,68,25.6,482.2,18.4,58.8,2
"Bartow, Georgia",5.2,44177,17.1,4.2,3,64.9,4,34.3,71,22,359.8,20.5,105.6,0.9
"Ben Hill, Georgia",9.4,26720,38.1,5.6,9.5,56.8,3,None,83,26.3,296.3,33.6,72.7,3.6
"Berrien, Georgia",9.3,30194,22.5,4.8,4.2,67.6,3,58.3,70,25.1,263.3,18.4,31.6,3.2
"Bibb, Georgia",7.2,35147,24.9,5.9,5.4,58.7,3,48.9,52,28.8,544.9,18.2,499.3,2
"Bleckley, Georgia",2.7,33764,23.3,6.7,34.4,75.4,4,None,None,26.4,None,None,0,0
"Brantley, Georgia",5.4,33762,21.9,4.6,2,64.9,4,None,88,31.9,82.8,35.1,19.6,0
"Brooks, Georgia",6.9,32216,24,5.2,3.2,61.1,3,54.1,73,17,677.8,29.9,25.6,2.6
"Bryan, Georgia",6.1,60566,11.7,4.2,3,68.3,5,48.1,72,38.8,155.5,None,175.1,2.1
"Bulloch, Georgia",5,33546,31.3,6.5,2.8,60,3,36.9,73,33.8,249.3,6.2,158.5,1.5
"Burke, Georgia",3.3,29478,33.5,5.9,3.1,86.7,3,None,None,12.8,20.3,27,15.6,1.6
"Butts, Georgia",7.4,46570,14.5,4,1.3,65.6,3,62.1,67,11.9,255,30.3,30.1,1.3
"Calhoun, Georgia",6.1,25259,38.7,6.2,4.6,60.2,2,72,None,15.3,359.8,None,30.7,1.5
"Camden, Georgia",6.5,48663,15.5,4.5,3.3,62.9,4,39.3,75,29.9,386.2,19.2,75.7,1
"Candler, Georgia",7.7,32826,25.9,5.2,5.6,66.8,4,None,73,17.1,257,None,157.3,6.7
"Carroll, Georgia",5.4,43194,18.9,4.8,3.1,64.2,4,46.3,79,23.7,430.9,15.4,154.8,2.1
"Catoosa, Georgia",6.7,44074,13.9,4.1,3.2,71.7,4,40.9,80,26.6,195.4,18.1,99.5,1.2
"Charlton, Georgia",3.5,37544,19.7,4.8,6.9,75.7,3,None,93,21,254.5,35.3,34.3,1.1
"Chatham, Georgia",6.2,42863,19.1,4.9,4.5,58.6,4,46.3,63,37.7,395.8,16.5,346.2,2
"Chattahoochee, Georgia",3.3,45638,None,2.8,6.1,80.1,4,None,87,33.7,70.6,None,30.5,0
"Chattooga, Georgia",7.5,31101,24,4.2,4.3,75.1,3,None,97,16.1,62.3,32.7,29,2.9
"Cherokee, Georgia",6.2,62956,9.8,4,2.8,67.2,5,58.2,73,41.3,99.9,15.4,78.7,1.6
"Clarke, Georgia",4.6,30944,36.7,7.5,4.3,55.4,4,44.5,70,44.2,365.1,6.4,283.8,2.1
"Clay, Georgia",8.1,19836,44.5,4.6,7.9,75.5,4,None,None,30.9,None,None,19.7,5.9
"Clayton, Georgia",11.1,38007,24,4.1,1.9,53.3,4,44.2,54,25.6,549.6,25.1,100.1,1.9
"Clinch, Georgia",18,None,29.1,6.2,0,75.5,3,None,None,33.6,None,None,0,18.7
"Cobb, Georgia",6.6,59829,12.8,4.6,3.5,65.6,5,53.6,75,50.5,263.7,11.8,219.7,1.5
"Coffee, Georgia",5,33409,24.3,4.7,4.4,69,3,41.1,71,20.1,341.2,29.5,132.2,1.6
"Colquitt, Georgia",6.6,30405,26.7,5.2,3.5,65.1,3,52.5,77,19,388,24.6,108,2.8
"Columbia, Georgia",6.6,64871,8.3,3.7,2.5,72.9,4,45,74,44.8,90.4,17.6,440.2,1.4
"Cook, Georgia",5.9,32746,23.1,4.8,1.8,78.6,3,None,73,22.1,32.5,None,76.5,1.2
"Coweta, Georgia",6.7,56921,12.7,4,2.7,67.8,4,57.6,79,33.8,191.3,15.3,108.1,1.3
"Crawford, Georgia",12.2,38925,20.6,4.6,0.9,69,3,None,87,12.3,902.3,None,36.4,1.4
"Crisp, Georgia",4.2,32985,31.2,5.9,14.8,77.8,3,None,None,26.6,94.9,21.2,0,7.4
"Dade, Georgia",6.8,40440,15.9,4.3,5.7,72.6,2,None,None,14.6,33.9,11.9,56.7,4.3
"Dawson, Georgia",4.7,50100,15.6,4.3,4.4,85.2,4,None,None,18.1,108.4,17.8,0,4.4
"Decatur, Georgia",5,28659,27.1,5.6,4.4,61.4,3,35.4,72,23,443.8,26.7,105.9,2.9
"DeKalb, Georgia",6.7,47601,19,5,2.8,57.4,4,55.2,58,46.4,605,18.6,512.6,2.1
"Dodge, Georgia",6.6,34905,19.8,5.7,5.2,64.1,4,None,72,31.5,166.8,40.5,103.6,7.8
"Dooly, Georgia",3.5,27155,29,5.7,6.3,82.7,3,None,96,34.4,56.5,None,53.8,4.5
"Dougherty, Georgia",8.3,29644,31.2,6.1,4.6,56.1,3,59.5,57,23.3,818,19.5,295.3,2.4
"Douglas, Georgia",7.6,49319,16.1,3.9,2.9,62.5,4,53.9,72,31.8,289.3,18.6,99.6,1.2
"Early, Georgia",6.2,27006,31.6,5.8,4.8,62,3,70.4,68,21.2,582.2,24.1,47.6,4.8
"Echols, Georgia",5,29367,31.3,4.5,2.6,72.4,2,None,73,22.4,86,None,13.1,0.7
"Effingham, Georgia",4.8,58996,11.2,3.8,1.8,72.8,4,42.5,79,25.2,120.6,20.5,40.4,0.6
"Elbert, Georgia",4.9,33525,20.4,4.4,4.1,67.4,3,50.3,68,15.2,367.4,24.5,46.1,2.6
"Emanuel, Georgia",7.3,29995,29.4,5.1,3.5,65.3,3,56.2,67,17.8,417.8,31.1,65.6,1.3
"Evans, Georgia",5.1,34434,27.9,5.1,4.2,62.6,3,None,74,20.1,144.7,None,88.7,1.9
"Fannin, Georgia",5.4,32048,23,5,4.6,62.5,5,68.3,93,21.6,418.6,None,109.5,3.4
"Fayette, Georgia",6.3,74859,7.7,4,4.4,69.5,5,53.2,86,50.8,78.5,12,299,1.8
"Floyd, Georgia",5,38209,21,4.9,3.7,65,3,35.1,78,25.2,439.6,16.9,332.2,1.7
"Forsyth, Georgia",6.5,81029,7.6,4,3.8,70.3,5,67.8,88,51,141.1,11.3,85,1.6
"Franklin, Georgia",6.8,32601,18.9,5,3.9,71.4,1,None,None,14.5,1426.2,26.25,39.3,2.6
"Fulton, Georgia",6.3,53218,17.6,6.3,4.9,59.6,4,58.3,64,53.7,855.7,13.1,488.4,2.3
"Gilmer, Georgia",3.1,36635,21.7,4,6.5,74.5,5,None,73,28.2,230.1,20.6,81.9,0
"Glascock, Georgia",5.2,35343,None,4.5,3.1,63,3,None,80,31.2,65,None,88.3,1.3
"Glynn, Georgia",6.3,43437,19.2,5.1,5.2,63.4,4,46.7,74,34.2,599.1,23.9,263.7,2.5
"Gordon, Georgia",6,38307,21,4.6,3.4,66.2,3,35.2,85,20,339.2,21.3,94.9,2.3
"Grady, Georgia",5.7,28615,30.1,5.6,2.8,62.5,3,59.4,81,18.6,185.8,33,51.5,2
"Greene, Georgia",6,39841,22.3,5.8,7.4,65.8,4,78.6,63,26.9,299.6,None,147.4,3.7
"Gwinnett, Georgia",7.1,56577,13.9,4,3,60.7,4,52.8,71,42.9,234.8,14.8,148.4,1.8
"Habersham, Georgia",5.1,36791,20.8,4.4,3.5,67.4,4,40.7,76,23.7,163.3,17.1,92.4,1.8
"Hall, Georgia",5.6,47599,18.7,4.2,3.4,64.4,4,36.9,73,28.8,170.8,17.6,193.3,1.9
"Hancock, Georgia",4.7,23400,30.6,5.4,2.2,52.7,2,72.7,88,15.2,115.9,51,22.5,2.2
"Haralson, Georgia",3.8,37434,22.8,5.3,20.6,75.6,5,None,None,27.3,167.8,22,68.6,3.4
"Harris, Georgia",6.3,64793,8,4.6,0.9,71,4,48.8,86,35.8,94.7,13.7,131.6,1.5
"Hart, Georgia",6.4,33336,25.4,5.5,4.8,75.4,3,None,None,22.5,337.1,24.9,72.2,2.4
"Heard, Georgia",6.4,37355,24.3,4.8,2,71.4,3,None,83,21.2,118.7,20.4,0,2
"Henry, Georgia",6.1,56891,11.2,3.6,2.8,63.7,4,58.5,76,34.7,188.4,14.1,131,1.5
"Houston, Georgia",6,51380,15.2,4.2,3.2,71.2,4,46.3,76,33.2,335,17.1,123.7,1
"Irwin, Georgia",6.1,38162,21.2,5.1,4.8,78.9,3,None,None,19.7,159.4,43.1,48,2.4
"Jackson, Georgia",8.6,49776,15.9,4.4,2.8,66,4,51.6,83,26.1,134.9,19.5,150.9,1
"Jasper, Georgia",7.8,39492,21.7,4.3,2.8,63.6,3,None,83,28.1,164.2,22.7,90.1,2.3
"Jeff Davis, Georgia",2.9,33973,24.5,4.5,7.9,80.8,4,None,79,27.3,147.7,None,118.1,3.9
"Jefferson, Georgia",6.3,25242,31.5,5.1,4.9,60.1,2,40.9,67,13.2,297,39.3,73.4,4.3
"Jenkins, Georgia",5.5,24433,29.4,None,12.6,73.2,4,None,86,30.5,84.7,None,58.3,3.9
"Johnson, Georgia",3,34372,22.8,5.6,14.2,81.1,4,None,None,32.6,313.5,27.8,78.9,3.2
"Jones, Georgia",7.1,48201,16.6,4.2,1.4,71.3,4,47.5,70,25.1,98.2,21.1,41.7,0.7
"Lamar, Georgia",8,38391,18.9,4.6,2.6,66.7,2,None,None,30.4,600,None,0,0
